"stageid","traversedpath","accountid","name","accountnumber","accountratingcode","address1_composite","address1_addresstypecode","address1_city","address1_country","address1_county","address1_fax","address1_freighttermscode","address1_latitude","address1_longitude","address1_name","address1_postofficebox","address1_primarycontactname","address1_stateorprovince","address1_line1","address1_line2","address1_line3","address1_telephone2","address1_telephone3","address1_postalcode","address2_composite","address2_addresstypecode","address2_city","address2_country","address2_county","address2_fax","address2_latitude","address2_longitude","address2_name","address2_postofficebox","address2_primarycontactname","address2_stateorprovince","address2_line1","address2_line2","address2_line3","address2_telephone1","address2_telephone2","address2_telephone3","address2_postalcode","address1_telephone1","aging30","aging30_base","aging60","aging60_base","aging90","aging90_base","ic_allowautoupdateofdescription","revenue","revenue_base","businesstypecode","accountcategorycode","accountclassificationcode","adx_createdbyipaddress","adx_createdbyusername","creditonhold","creditlimit","creditlimit_base","customersizecode","entityimage","description","donotbulkemail","donotbulkpostalmail","donotemail","donotfax","donotpostalmail","donotphone","emailaddress1","emailaddress2","emailaddress3","entityimageid","exchangerate","ic_facebooklink","fax","followemail","ftpsiteurl","msdyn_gdproptout","ic_hoursofoperation","importsequencenumber","industrycode","ic_instagramlink","lastusedincampaign","lastonholdtime","ic_linkedinlink","telephone1","marketcap","marketcap_base","marketingonly","merged","adx_modifiedbyipaddress","adx_modifiedbyusername","numberofemployees","onholdtime","opendeals","opendeals_date","opendeals_state","openrevenue","openrevenue_base","openrevenue_date","openrevenue_state","telephone2","ownershipcode","participatesinworkflow","paymenttermscode","preferredappointmentdaycode","preferredcontactmethodcode","preferredappointmenttimecode","primarysatoriid","msdyn_primarytimezone","primarytwitterid","processid","ic_projectstatus","ic_referralcount","ic_referralcount_date","ic_referralcount_state","customertypecode","ic_sector","donotsendmm","sharesoutstanding","shippingmethodcode","sic","statuscode","statecode","stockexchange","teamsfollowed","telephone3","territorycode","tickersymbol","timespentbymeonemailandmeetings","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","websiteurl","yominame","ic_youtubelink","createdbyexternalparty","transactioncurrencyid","msdyn_accountkpiid","slainvokedid","msa_managingpartnerid","masterid","modifiedbyexternalparty","originatingleadid","owningbusinessunit","parentaccountid","preferredequipmentid","preferredserviceid","defaultpricelevelid","primarycontactid","msdyn_salesaccelerationinsightid","msdyn_segmentid","slaid","territoryid","preferredsystemuserid.azureactivedirectoryobjectid"
"","","2c43322b-b98c-f011-b4cc-000d3a33b883","Changing Homelessness, Inc. NOT TAKING REFERRALS AT THIS TIME","","1","Orange Park, Fl","","Orange Park","","","","","","","","","","Fl","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Changing Homelessness is a nonprofit organization dedicated to ending homelessness in Northeast Florida, including areas such as Jacksonville and Clay County. They coordinate resources, provide housing solutions, and offer supportive services to individuals and families experiencing homelessness. Their efforts include outreach, prevention programs, and partnerships with local agencies to create sustainable housing and improve quality of life for vulnerable populations. 


Qualifications:
Living on the street or living in a car?  This qualifies you to receive a housing assessment. 
Living with a relative or friend or couch surfing? You will be assessed and a program determined.
These programs take time and are not a quick solution for crisis homelessness.","False","False","False","False","False","False","outreach@changinghomelessness.org","","","","1","https://www.facebook.com/ChangingHomelessness","","True","","False","","","","","","","","904-354-1100","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","20","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23927080","https://www.changinghomelessness.org/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","f2bb5ae8-46be-f011-bbd3-000d3a367f83","","","","",""
"","","47033915-1b93-f011-b41c-6045bd07cee7","Love Moves part of Saved 2 Serve","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Love Moves is the furniture assistance program of Saved 2 Serve. Love Moves exists to extend the compassion of Christ in practical, life-changing ways. By providing furniture, appliances, and essential home goods, we help families create stable, welcoming homes. So that each household will witness God’s love in action! Filling out a Referral through Linksy helps expedite your request.","False","False","False","False","False","False","Donations@saved2serve.com","","","","1","","","True","","False","","","","","","","","904-206-7505","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","3","2026-02-16 14:55:30.0000000","1","","123300001","False","","1","","1","0","","","","1","","","","","23926274","https://saved2serve.us/love-moves-furniture-program/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","0e9666f3-511a-f011-998b-6045bd053599","","","","2456fb1f-bc46-f011-877a-6045bd08cce2","","","","",""
"","","567ef772-bc8c-f011-b4cc-000d3a33b883","Asbury United Methodist Church","","1","16 College Drive
Orange Park, FL 32073","","Orange Park","","","","","","","","","","FL","16 College Drive","","","","","32073","","1","","","","","","","","","","","","","","","","","","","","","","","","","True","","","1","","1","","","False","","","1","","Provide assistance in person on Thursday mornings from 9 am to 11 am. 

In order to receive assistance please keep the following items in mind: 

•	Must be a resident of Orange Park 
•	Must have a valid picture id that matches your bill. 
•	A copy of your past due bill, eviction notice, etc. We cannot pay on pre-paid utility services. 
•	Please keep in mind we only offer $250 at one time with a $500 lifetime limit. Please be prepared to show you are able to provide the remainder of the bill to receive assistance. 

Please note we are closed Thanksgiving and Christmas day. All assistance will be processed the following week. 

Thank you and we look forward to meeting you on Thursday.","False","False","False","False","False","False","info@asburyop.com","","","","1","","","True","","False","","","","","","","","904-272-0110","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","28","2026-02-16 14:55:30.0000000","1","","123300001","False","","1","","1","0","","","","1","","","","","23786042","https://www.asburyop.com/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","8cbbf996-bc8c-f011-b4cc-000d3a33b883","","","","",""
"","","51bdd344-2872-f011-b4cc-000d3a35c884","James Boys Ministry Part of Orange Park Methodist","","1","2051 Park Ave.
Orange Park, FL 32073
United States","","Orange Park","United States","","","","","","","","","FL","2051 Park Ave.","","","","","32073","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Orange Park United Methodist Church is a faith-based community in Northeast Florida that offers ministries and outreach programs, including the James Boys, a volunteer group dedicated to helping individuals in need with home repairs, maintenance, and other assistance in areas such as Clay County and Jacksonville. Their mission focuses on serving the local community through acts of service and compassion (examples: wheelchair ramps and bicycle ministry).","False","False","False","False","False","False","","","","","1","https://www.facebook.com/OrangeParkUMC","","True","","False","","","","","","","","904-264-2241","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","3","2026-02-16 14:55:30.0000000","1","","123300001","False","","1","","1","0","","","","1","","","","","23768443","https://www.orangeparkumc.org/james-boys","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","715274a5-f171-f011-b4cc-000d3a3110f3","Steven A. Cohen Military Family Clinic at Centerstone PROVIDER RESOURCE not Client direct service","","1","9400 Atlantic Blvd
Jacksonville, FL 32225","","Jacksonville","","","","","","","","","","FL","9400 Atlantic Blvd","","","","","32225","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Cohen in the Community is an initiative by the Jacksonville Jaguars' owner Shad Khan and the Jaguars Foundation that focuses on supporting and uplifting communities in Northeast Florida, including Clay County and Jacksonville. The organization partners with local nonprofits, schools, and community groups to provide resources, funding, and volunteer support for programs in education, youth development, health, and wellness. Their efforts aim to create positive change and improve the quality of life for residents in the region.","False","False","False","False","False","False","cohenfl@centerstone.org","","","","1","https://www.facebook.com/coheninthecommunity","","True","","False","M - T 8AM — 5PM; W - Th 8AM - 7PM; F 8AM - 12:00PM","9","","","","","","904-431-3500","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","0","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","2","1","","","","1","","","","","23768244","https://www.coheninthecommunity.com","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","b315cc72-198c-f011-b4cc-6045bd0334c4","It Takes A Village Orange Park Community Center NON-REFERRAL Until they open in June 2026","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Opening June 2026.   Our center provides safe, supportive spaces for youth ages 6 to 18 through enrichment programs focused on education, mental wellness, life skills, sportsmanship, and the arts. Our vision is to rebuild the Village, one family at a time, by offering after-school programs, workshops, creative and performing arts, academic support, mentorship, and seasonal events.","False","False","False","False","False","False","Info@itavop.org","","","","1","","","True","","False","","","","","","","","9044131311","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","0","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23768180","https://www.Itavop.org","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","f75174a5-f171-f011-b4cc-000d3a3110f3","Advent Lutheran Church","","1","2156 Loch Rane Blvd
Orange Park, FL 32073","","Orange Park","","","","","","","","","","FL","2156 Loch Rane Blvd","","","","","32073","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Advent Outreach is a nonprofit organization based in Northeast Florida that focuses on providing support and resources to underserved communities, including areas like Clay County and Jacksonville. Their efforts include community outreach programs, food distribution, educational support, and initiatives aimed at improving the quality of life for individuals and families in need. They work to address both immediate needs and long-term empowerment through partnerships, volunteer engagement, and targeted assistance programs.","False","False","False","False","False","False","office@adventop.org","","","","1","https://www.facebook.com/adventoutreach","","True","","False","Mon–Fri 8:30 am–2:30 pm","9","","","","","","904-272-6370","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","0","2026-02-16 14:55:30.0000000","1","","123300001","False","","1","","2","1","","","","1","","","","","23767963","http://www.adventop.org/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","9f877085-d58c-f011-b4cc-6045bd07cee7","","","","",""
"","","875274a5-f171-f011-b4cc-000d3a3110f3","American Red Cross NON-REFERRAL Must call: 1-800-Red-Cross","","1","751 Riverside Avenue
Jacksonville, FL 32204","","Jacksonville","","","","","","","","","","FL","751 Riverside Avenue","","","","","32204","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","The American Red Cross’s Northeast Florida Chapter serves Clay County and surrounding areas, providing emergency assistance and DISASTER RELIEF ONLY to local residents displaced by disasters (Home Fires, Hurricane, Tornado, Flood, etc.). Additionally they have training for health and safety training (CPR/first aid classes), and support for military families. With a network of volunteers, the Red Cross is on call 24/7 for emergencies and plays a vital role in Clay County during hurricanes, home fires, and other crises, helping people to recover and rebuild their lives. 1-800-Red-Cross","False","False","False","False","False","False","beahero.northfl@redcross.org","","","","1","https://www.facebook.com/redcross","","True","","False","Mon–Fri 8:30 am–4:30 pm","9","","","","","","(904) 358-8091","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","6","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23767537","https://Www.redcross.org","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","2cdaa0c2-658e-f011-b4cc-000d3a33b883","","","","",""
"","","f95174a5-f171-f011-b4cc-000d3a3110f3","Aging True Community Senior Services","","1","4250 Lakeside Dr. Suite 116
Jacksonville, FL 32210","","Jacksonville","","","","","","","","","","FL","4250 Lakeside Dr. Suite 116","","","","","32210","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","SENIORS ONLY 60 yrs. and above. Aging True is a nonprofit organization serving Northeast Florida, including Clay County and Jacksonville, dedicated to helping seniors and disabled adults live independently and with dignity. They provide a range of services such as meals on wheels, in-home care, adult day health care, and caregiver support, aiming to enhance quality of life and promote healthy aging in the community.","False","False","False","False","False","False","info@agingtrue.org","","","","1","https://www.facebook.com/AgingTrue","","True","","False","Mon–Fri 8:30 am–5:00 pm","9","","","","","","904-807-1203","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","2","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23767171","https://agingtrue.org/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","54a353bd-4cbe-f011-bbd3-000d3a367f83","","","","",""
"","","0c9666f3-511a-f011-998b-6045bd053599","Operation Lifeline","","1","1689 Idlewild Ave
Green Cove Springs, FL 32043","","Green Cove Springs","","","","","","","","","","FL","1689 Idlewild Ave","","","","","32043","","1","","","","","","","","","","","","","","","","","","","","","","","","","True","","","1","","1","","","False","","","1","","Operation Lifeline, Inc. is a nonprofit organization dedicated to fostering safe, stable, and inclusive housing with a special focus on serving veterans and low-income individuals and families. Based in Northeast Florida, we work at the intersection of housing, workforce development, and community support to help people build long-term stability and self-sufficiency.

Our mission is to break cycles of housing instability and economic hardship by providing affordable housing solutions, critical home repairs, accessibility modifications, and supportive services. Through permanent supportive housing initiatives, home rehabilitation programs, and community-based construction projects, we ensure that vulnerable populations have access to safe, dignified places to call home.
Operation Lifeline also invests in workforce development, particularly for transitioning service members through DoD SkillBridge and hands-on training programs in construction and nonprofit management. By creating real-world learning opportunities, we equip participants with marketable skills while strengthening our community infrastructure.

Guided by compassion, accountability, and service, Operation Lifeline partners with local governments, builders, volunteers, and funders to deliver measurable impact. Our work is rooted in the belief that housing is the foundation for health, stability, and opportunity—and that every person deserves a chance to thrive.

Fostering Safe, Inclusive Housing with a Focus on Veterans.","False","False","False","False","False","False","info@oplifeline.org","","","","1","https://www.facebook.com/oplifeline/","","True","","False","Mon - Fri 9- 4","2","","","","","","904-863-3099","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300002","8","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23767120","https://www.oplifeline.org/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","8c28a541-f371-f011-b4cc-0022480b28b9","CareerSource Northeast FL","","1","1845 Town Center Blvd
Suite 150
Fleming Island, FL 32003","","Fleming Island","","","","","","","","","","FL","1845 Town Center Blvd","Suite 150","","","","32003","","1","","","","","","","","","","","","","","","","","","","","","","","","","True","","","1","","1","","","False","","","1","","","False","False","False","False","False","False","jcarter@careersourcenefl.com","","","","1","https://www.facebook.com/challengeenterprises/","","True","","False","Mon- Fri 8:30am- 4:30pm","","","","","","","904-213-3800","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","1","2026-02-16 14:55:30.0000000","1","","123300002","False","","1","","1","0","","","","1","","","","","23758750","https://careersourcenortheastflorida.com/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","91b19e99-ceb0-f011-bbd3-000d3a33b883","","","","",""
"","","1a9666f3-511a-f011-998b-6045bd053599","Worth Pursuing","","1","P.O. Box 65613
Orange Park, FL 32065","","Orange Park","","","","","","","","","","FL","P.O. Box 65613","","","","","32065","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Worth Pursuing Inc. is a 501(c)(3) non-profit organization committed to addressing the complex challenges of hunger relief, mental health advocacy, and fostering educational growth. Worth Pursuing Inc. is a nonprofit organization dedicated to empowering and mentoring YOUNG WOMEN in Northeast Florida, including areas like Clay County and Jacksonville. They focus on building self-worth, leadership skills, and personal development through mentorship programs, workshops, and community engagement. Their initiatives aim to inspire young women to pursue their goals, make positive life choices, and become confident leaders in their communities.","False","False","False","False","False","False","contact@worthpursuinginc.org","","","","1","https://www.facebook.com/worthpursuinginc","","True","","False","","2","","","","","","4045009937","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300002","1","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23741745","https://worthpursuinginc.org/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","0a45f492-4283-f011-b4cc-0022480b28b9","","","","",""
"","","c241c9ad-0db4-f011-bbd3-6045bd07cee7","Suncoast & Palm Shores Behavioral Health Centers","","1","1324 37th Ave. East
Bradenton, FL 34208
United States","","Bradenton","United States","","","","","","","","","FL","1324 37th Ave. East","","","","","34208","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Provide intensive residential behavioral health treatment for adolescents between the ages of 11-17 (Must be in at least in 6th) . Accepts Medicaid. 
Currently, we DO NOT provide services for the following: Eating disorders, Autism or Sexual Reactive (children who hurt other children) or substance use -(drug abuse). We are willing and able to help refer parents/guardians to these other resources. Our location is in Bradenton Florida.","False","False","False","False","False","False","bradentonrtcreferrals@uhsinc.com","","","","1","","","True","","False","","","","","","","","941-251-5000","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","1","2026-02-16 14:55:30.0000000","1","","123300003","False","","1","","1","0","","","","1","","","","","23641648","https://suncoastbhc.com or palmshoresbhc.com","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","bf4eaa21-5af5-f011-8406-000d3a339bed","","","","",""
"","","4f5274a5-f171-f011-b4cc-000d3a3110f3","Northeast FL Community Action Agency","","1","4070 Boulevard Center Drive
Suite 200
Jacksonville, FL 32207","","Jacksonville","","","","","","","","","","FL","4070 Boulevard Center Drive","Suite 200","","","","32207","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Northeast Florida Community Action Agency (NFCAA) is a nonprofit organization dedicated to empowering individuals and families in Northeast Florida, including areas like Clay County and Jacksonville, to achieve self-sufficiency. They provide a range of services such as energy assistance, housing support, education, and employment programs aimed at reducing poverty and improving the quality of life for low-income residents.","False","False","False","False","False","False","abaker@nfcaa.org","","","","1","https://www.facebook.com/nfcaa","","True","","False","Mon - Fri 8 AM - 5 PM","9","","","","","","904-592-4838","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","10","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23640804","https://www.nfcaa.org","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","149666f3-511a-f011-998b-6045bd053599","The Way Free Medical Clinic","","1","302 College Drive
Orange Park, FL 32065","","Orange Park","","","","","","","","","","FL","302 College Drive","","","","","32065","","1","","","","","","","","","","","","","","","","","","","","","","","","","True","","","1","","1","","","False","","","1","","The Way Free Medical Clinic is operated by a team of dedicated, community-minded volunteers including physicians, nurses, and others, supported by a small staff team. The Way Clinic provides thousands of medical treatments each year to uninsured residents of Clay County. The Way Clinic is a local, cost-effective community answer to the barrier of access to healthcare for those who lack the financial resources to purchase insurance or direct medical care.

Please note: we are not an Urgent Care Facility

Please call the clinic to schedule an appointment
Patient Eligibility Requirements:
Currently Residing in Clay County, Florida
Low Income (Now 300% or less of Federal Poverty Guideline; see below)
Uninsured or Unable to Access Care
Proof of employment","False","False","False","False","False","False","andrea.crowder@thewayclinic.org","","","","1","https://www.facebook.com/WayFreeClinic/","","True","","False","Monday thru Friday 8:30 am–3:00 pm / Dental Clinic only on Fridays by appointment only","2","","","","","","904-531-9504","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300000","1","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23640666","https://thewayclinic.org/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","a976d51e-4283-f011-b4cc-0022480b28b9","","","","",""
"","","955274a5-f171-f011-b4cc-000d3a3110f3","Clay County Community and Social Services","","1","420 College Drive Ste 107
Middleburg, FL 32068","","Middleburg","","","","","","","","","","FL","420 College Drive Ste 107","","","","","32068","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Must be a resident of Clay County: Housing, Transportation

Clay County Community Services is a department within the Clay County government that provides programs and resources to enhance the quality of life for residents in Northeast Florida, including Clay County and the Jacksonville area. Their efforts include housing assistance, veteran services, transportation programs, and support for low-income and vulnerable populations. They work to connect residents with essential services, promote community well-being, and address local needs through partnerships and outreach initiatives.","False","False","False","False","False","False","claycares@claycountygov.com","","","","1","https://www.facebook.com/ClayCtyGov","","True","","False","Mon-Fri 8am-4:30pm","9","","","","","","(904) 529-4256","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","2","2026-02-16 14:55:30.0000000","1","","123300002","False","","1","","1","0","","","","1","","","","","23201137","https://www.claycountygov.com/community/community-services","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","7f5274a5-f171-f011-b4cc-000d3a3110f3","VA Clinic (Middleburg) NON-REFERRAL Must Call","","1","400 College Drive
Middleburg, FL 32068","","Middleburg","","","","","","","","","","FL","400 College Drive","","","","","32068","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","VA HEALTHCARE CLINIC:  Primary care and labs etc. 

The clinic offers comprehensive medical care, preventive health services, and support programs aimed at improving the health and well-being of veterans in the region. The Middleburg VA Clinic is part of the North Florida/South Georgia Veterans Health System, providing primary care and related health services to veterans in the Northeast Florida area, including Clay County and Jacksonville. (2nd Floor with elevator)

 CO-LOCATED With:
VA ID Cards (register with VA Healthcare). 
DAV Veteran Service Officer  (Claims).
Florida Veterans Claim Examiner (also helps with submitting claims).","False","False","False","False","False","False"," ","","","","1","https://www.facebook.com/VANorthFloridaSouthGeorgia","","True","","False","Mon: 8:00 a.m. to 4:30 p.m. Tue: 8:00 a.m. to 4:30 p.m. Wed: 8:00 a.m. to 4:30 p.m. Thu: 8:00 a.m. to 4:30 p.m. Fri: 8:00 a.m. to 4:30 p.m. Sat: Closed Sun: Closed","9","","","","","","904-213-2700","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","","123300003","0","2026-02-16 14:55:30.0000000","1","","123300002","False","","1","","1","0","","","","1","","","","","23201113","https://www.va.gov/north-florida-health-care/locations/middleburg-va-clinic/","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","419a8255-bbf7-f011-8406-0022480976a1","Clay Veterans, Inc","","1","2497-1 CR 220
Ste. 1 & 2
Middleburg, FL 32068
United States","","Middleburg","United States","","","","","","","","","FL","2497-1 CR 220","Ste. 1 & 2","","","","32068","","1","","","","","","","","","","","","","","","","","","","","","","","","","False","","","1","","1","","","False","","","1","","Have a Question and you're a Veteran or Veteran family member? We are a nonprofit organization operating a veterans center focused on helping Veterans and their families. 

CORE PROGRAMS: 
Support Services Program: Our volunteers can help route you to the resources you need.  
Veterans Technical Program:  Our volunteers can help set up ID.ME or LOGIN.GOV, help with smart phones, printing, scanning, explaining va.gov, and Open-Door Program: Coordinated Veteran Companionship (Caregivers of Veterans).

We are directly behind the Dr's Inlet Veterinary Hospital. Brown building, our door is the closest to the RR tracks.","False","False","False","False","False","False","info@ClayVeterans.com","","","","1","","","True","","False","Mon- Fri 10:00am- 4:00pm","","","","","","","(904) 375-1354","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","0","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","1","0","","","","1","","","","","23200939","https://www.ClayVeterans.com","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","57f49d24-5c99-f011-bbd3-000d3a33b883","","","","",""
"","","e9f3a33d-1a8c-f011-b4cc-6045bd0334c4","Veterans Council Clay County - NON-REFERRAL","","1","2497-1 County Road 220
Middleburg, FL 32068","","Middleburg","","","","","","","","","","FL","2497-1 County Road 220","","","","","32068","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","False","","","1","","Coalition of veterans organizations, civic groups and community Partners at work to improve the welfare of local veterans through coordinated advocacy, fundraising and strategic initiatives","False","False","False","False","False","False","info@clayveterans.com","","","","1","","","True","","False","","","","","","","","(904) 658-0105","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","0","2026-02-16 14:55:30.0000000","1","","123300000","False","","1","","2","1","","","","1","","","","","23200932","https://www.Clayveterans.com","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
"","","18bbf21c-b2f7-f011-8406-6045bd00b0c7","Clay County Customer Information Service Center","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","True","","","1","","1","","","False","","","1","","","False","False","False","False","False","False","citizeninfo@claycountygov.com","","","","1","","","True","","False","","","","","","","","904-284-6300","","","False","False","","","","","0","2026-02-16 14:55:30.0000000","1","0","0","2026-02-16 14:55:30.0000000","1","","","False","","","1","","","","","00000000-0000-0000-0000-000000000000","123300003","0","2026-02-16 14:55:30.0000000","1","","123300002","False","","1","","1","0","","","","1","","","","","23200882","https://www.claycountygov.com/community/clay-connected","","","","77d15c24-d205-f011-bae2-000d3a596152","","","","","","","488369ce-4805-f011-bae2-000d3a596152","","","","","","","","","",""
