"importsequencenumber","ic_name","ic_needid","statuscode","statecode","ic_synonyms","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","ic_needcategory","owningbusinessunit"
"","Vehicle Repair and Used Auto Sales","e657dc8e-8a4b-f011-877a-0022480b28b9","1","0","Used Car Help, Help Getting a Car, buy a vehicle","","","20185379","48609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Vehicle Repair Support","e725c700-551a-f011-998b-000d3a311238","1","0","Vehicle Help, Help Fixing My Car, Auto Repair Assistance, , Transportation Repair Help, Car Assistance Program, Low-Cost Auto Help, Vehicle Support, car broken down, vehicle broke, car not working","","","20185375","48609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Utility Assistance","3c50c52c-541a-f011-998b-6045bd053599","1","0","Help Paying Bills, Electric Bill Help, Water Bill Help, Power Bill Assistance, Gas Bill Help, Utility Payment Support, Energy Assistance, Help Keeping Lights On, Bill Payment Help","","","20185355","5821e73e-f8b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Transportation Assistance","e525c700-551a-f011-998b-000d3a311238","1","0","Ride Help, Help Getting Around, Bus or Car Ride Help, Travel Assistance, Help with Transportation Costs, Ride to Appointments, Local Transportation Support, Help Getting to Work or School, Transportation Programs","","","20185348","48609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Transitional Housing","3a50c52c-541a-f011-998b-6045bd053599","1","0","Temporary Housing, Short-Term Housing, Help Finding a Place to Stay, Housing While Getting Back on Your Feet, Step-Up Housing, Temporary Home Help, Moving from Shelter to Home Help","","","20185340","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Toys","f4aab13a-2672-f011-b4cc-0022480b28b9","1","0","Free Toys, Holiday Toy Assistance, Gifts for Kids, Toy Donation Programs, Children's Gift Help, Toy Support, Help Getting Toys, Christmas Toy Help, Kids’ Gift Assistance","","","20185334","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Tax Preparation Assistance","d725c700-551a-f011-998b-000d3a311238","1","0","Free Tax Filing, Help with Taxes, Income Tax Assistance, Tax Return Help, Tax Prep Support, Tax Filing Help, Help Doing Taxes, Tax Form Assistance, Free Tax Help","","","20185326","5821e73e-f8b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Support Groups","f725c700-551a-f011-998b-000d3a311238","1","0","Group Support, Peer Support, Talking Groups, Community Support Groups, Help from Others Like You, Group Meetings, Emotional Support Groups, Recovery Support Groups, Sharing and Support Groups","","","20185316","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Substance Abuse Help","3850c52c-541a-f011-998b-6045bd053599","1","0","addiction, drugs, drug abuse, alcohol, alcohol abuse, tobacco use, vaping, Addiction Help, Drug and Alcohol Help, Recovery Support, Help to Stop Using Drugs or Alcohol, Treatment Programs, Rehab Support, Addiction Recovery Help, Substance Use Support, Help for Addiction","","","20185310","23a3f1ca-f9b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Special Needs","3a695562-d772-f011-b4cc-6045bd08cce2","1","0","Disability Support, Help for People with Disabilities, Developmental Support, Special Assistance, Disability Services, Help for Special Needs, Support for Children with Disabilities, Learning or Physical Disability Help, Individual Support Services","","","20185303","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Senior Technology Help","422150b1-fab3-f011-bbd3-000d3a35deaf","1","0","Tech Help for Seniors, Computer Help for Seniors, Help Using Phones or Computers, Technology Support for Older Adults, Learn to Use Technology, Help with Email or Internet, Digital Skills for Seniors, Tech Classes for Seniors, Online Help for Seniors","","","20185297","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","School Supplies","15996cf8-0072-f011-b4cc-0022480b28b9","1","0","backpacks, classroom supplies","","","20185267","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Respite Care","dd8d6d3e-d772-f011-b4cc-6045bd08cce2","1","0","Respite Help, Caregiver Break Help, Short-Term Care Help, Help for Caregivers, Caregiver Rest Support, Temporary Care Help, Relief Care, Help While You Take a Break, Caregiver Support Help, Short-Term Family Care","","","20185240","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Rental Assistance","3450c52c-541a-f011-998b-6045bd053599","1","0","Rental Help, Help Paying Rent, Rent Assistance, Help with Rent, Housing Payment Help, Behind on Rent Help, Rent Support, Emergency Rent Help","","","20185232","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Public Transit Vouchers","e925c700-551a-f011-998b-000d3a311238","1","0","bus pass help, bus tickets, transportation voucher, bus ride, ride,","","","20184464","48609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Prescription Assistance","3250c52c-541a-f011-998b-6045bd053599","1","0","medicine, help paying for medicine, free medicine, medication assistance, medication","","","20184454","f8a3de12-9d2a-f011-8c4d-000d3a35c884","488369ce-4805-f011-bae2-000d3a596152"
"","Pregnancy Assistance","fadd2c56-d972-f011-b4cc-6045bd08cce2","1","0","pregnant, pregnancy support, baby help, nursing baby, breasfeeding","","","20184425","f8a3de12-9d2a-f011-8c4d-000d3a35c884","488369ce-4805-f011-bae2-000d3a596152"
"","Pediatric Medicine","8ca81ad3-e672-f011-b4cc-6045bd08cce2","1","0","children's doctor, kid's health care, doctor for kids, child medical care, kid's checkups, sport physical","","","20184408","f8a3de12-9d2a-f011-8c4d-000d3a35c884","488369ce-4805-f011-bae2-000d3a596152"
"4","Parenting Resources","2e50c52c-541a-f011-998b-6045bd053599","1","0","parenting help, help for parents, parent classes, help raising kids","","","20184378","42609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Mortgage Assistance","2c50c52c-541a-f011-998b-6045bd053599","1","0","help paying mortgage, house payment, behind on house payment, foreclosure, help with house payment","","","20184370","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"4","Meal Services","2850c52c-541a-f011-998b-6045bd053599","1","0","food delivery, meal delivery help, Meals on Wheels, get food delivered","","","20184349","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Literacy Programs","e125c700-551a-f011-998b-000d3a311238","1","0","learn to read, reading help, learn to read and write, adult reading help, reading classes","","","20184342","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Life Skills","55616074-d772-f011-b4cc-6045bd08cce2","1","0","everyday skills, basic living skills, learning basic skills","","","20184312","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Legal Aid","d925c700-551a-f011-998b-000d3a311238","1","0","law help, lawyer, attorney, court, help with rights, legal problem","","","20184266","d1a9940c-6d99-f011-bbd2-6045bd04e3e0","488369ce-4805-f011-bae2-000d3a596152"
"","Laundry Facility","21770743-9d2a-f011-8c4d-000d3a35c884","1","0","detergent, clean clothes, washer, wash clothes","","","20184250","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Inmate Support","977224a9-d872-f011-b4cc-6045bd08cce2","1","0","jail, prisoner, reentry help, getting out of jail","","","20184242","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Immigration Services","ef25c700-551a-f011-998b-000d3a311238","1","0","immigrant, green card, visa, immigration papers","","","20184231","d1a9940c-6d99-f011-bbd2-6045bd04e3e0","488369ce-4805-f011-bae2-000d3a596152"
"4","Hygiene Products","2650c52c-541a-f011-998b-6045bd053599","1","0","personal care items, cleaning items, soap, shampoo, toiletries, things to clean with, laundry detergent","","","20184198","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Human Trafficking Support","f525c700-551a-f011-998b-000d3a311238","1","0","safe help, help for trafficking victims, not letting me leave","","","20184158","63803b67-fbb3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Household Items","4f5e4e4d-8c4b-f011-877a-0022480b28b9","1","0","household supplies, home supplies, stuff for house, cleaning supplies","","","20184127","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Homelessness Support","2450c52c-541a-f011-998b-6045bd053599","1","0","housing help, place to stay, homeless help, place to sleep, where to stay tonight, finding shelter, no home,","","","20184099","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"4","Mental Health Support","2a50c52c-541a-f011-998b-6045bd053599","1","0","mental health services, depression, anxiety, PTSD, eating disorder, Drug abuse, suicide, ADHD, Stress, Bipolar, Can't sleep, not sleeping, hopeless, counseling, therapy, crisis, emotional, depressed, anxious","","","20184097","23a3f1ca-f9b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Home Repairs","8fbc0713-2972-f011-b4cc-000d3a35c884","1","0","fix my home, repair help, help fixing my house, help with broken things at home","","","20184072","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Handicap Services","b7160b31-2972-f011-b4cc-000d3a35c884","1","0","disabled","","","20183999","323ca61c-f6b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Grief Support","f925c700-551a-f011-998b-000d3a311238","1","0","died, grieving, mourning","","","20183988","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","GED/High School Completion","dd25c700-551a-f011-998b-000d3a311238","1","0","diploma","","","20183980","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Food Assistance","1e50c52c-541a-f011-998b-6045bd053599","1","0","eat, groceries, hungry","","","20183972","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Food Pantry","2050c52c-541a-f011-998b-6045bd053599","1","0","groceries, eat","","","20183968","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Family Counseling","1c50c52c-541a-f011-998b-6045bd053599","1","0","family help, parenting help, help for kids, family supoport","","","20183928","42609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Disability Support","1850c52c-541a-f011-998b-6045bd053599","1","0","disabled","","","20183912","323ca61c-f6b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Employment Assistance","d325c700-551a-f011-998b-000d3a311238","1","0","job, need work","","","20183904","5821e73e-f8b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"4","Emergency Shelter","1a50c52c-541a-f011-998b-6045bd053599","1","0","hotel","","","20183896","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Elder Technology Assistance","53adbc35-2472-f011-b4cc-0022480b28b9","1","0","computer, senior computer classes","","","20183886","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Disaster Relief","f125c700-551a-f011-998b-000d3a311238","1","0","hurricane, flooding","","","20183848","3c609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Dental Care","1650c52c-541a-f011-998b-6045bd053599","1","0","teeth, dentist, dentures,","","","20183836","f8a3de12-9d2a-f011-8c4d-000d3a35c884","488369ce-4805-f011-bae2-000d3a596152"
"4","Clothing Assistance","1250c52c-541a-f011-998b-6045bd053599","1","0","shoes, shirts, jacket, underwear","","","20183689","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Bus Passes/Transit Vouchers","f66bc28f-f8b3-f011-bbd3-000d3a35deaf","1","0","ride","","","20183661","48609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Animal Rescue","c242ad09-dc72-f011-b4cc-6045bd08cce2","1","0","Pet, rehome","","","20183653","8887dbea-db72-f011-b4cc-6045bd08cce2","488369ce-4805-f011-bae2-000d3a596152"
"5","Adult Education Programs","db25c700-551a-f011-998b-000d3a311238","1","0","GED","","","20183640","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Affordable Housing","5f71c839-d872-f011-b4cc-6045bd08cce2","1","0","rent, low cost rent","","","20183611","49e3d7f5-f7b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Domestic Violence Support","eb25c700-551a-f011-998b-000d3a311238","1","0","abusive, beating me, hurting me, boyfriend abusing, girlfriend abusing, husband abusing me, wife abusing me, assault, harassment, threatening, verbal abuse, sexual abuse, stalking, spying on me, controlling, domestic violence shelter, making a plan to get out, scared, victim support","","","20183603","3c609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Addiction Support","fb25c700-551a-f011-998b-000d3a311238","1","0","substance abuse, drug abuse","","","20183172","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Companionship Visits","2697299e-d772-f011-b4cc-6045bd08cce2","1","0","","","","19531682","3c609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Job Training","d125c700-551a-f011-998b-000d3a311238","1","0","","","","19531637","3e609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Adoption Support","7bae370d-9d73-f011-b4cc-0022480b28b9","1","0","","","","19531609","42609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Crisis Help","1450c52c-541a-f011-998b-6045bd053599","1","0","","","","19531420","23a3f1ca-f9b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"5","Financial Counseling","d525c700-551a-f011-998b-000d3a311238","1","0","","","","19531229","5821e73e-f8b3-f011-bbd3-000d3a35deaf","488369ce-4805-f011-bae2-000d3a596152"
"","Cancer Support","ef792d7c-bd8c-f011-b4cc-000d3a33b883","1","0","","","","16655138","46609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Furniture Assistance","5f9a25d6-a373-f011-b4cc-0022480b28b9","1","0","","","","14377689","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Adult Medical Care","a3b4f8e6-e672-f011-b4cc-6045bd08cce2","1","0","","","","14371860","f8a3de12-9d2a-f011-8c4d-000d3a35c884","488369ce-4805-f011-bae2-000d3a596152"
"","Gas and Fuel","58e06aaf-2372-f011-b4cc-0022480b28b9","1","0","","","","14363177","48609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"","Free Haircuts","ffa1ae03-992a-f011-8c4d-6045bd08cce2","1","0","","","","9169252","3a609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"5","Advocacy and Case Management","f325c700-551a-f011-998b-000d3a311238","1","0","","","","7160440","3c609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
"4","Foster Care Support","2250c52c-541a-f011-998b-6045bd053599","1","0","","","","7160350","42609d91-531a-f011-998b-6045bd053599","488369ce-4805-f011-bae2-000d3a596152"
